pair_key,Drug_ID,Drug_Name,Food_Herb_ID,Food_Herb_Name,Type,paper_label,drug_item_text,prediction,Effect,effect_clean,ddid_effects_all,Result,Conclusion,PMID,Reference,DOI,Relationship_classification,relationship_sources,evidence_row_count,n_effects,has_effect_conflict,has_label_conflict,model_name,prob_avoid,prob_no_known_interaction_in_selected_source,prob_use_caution
D00553__F00105,D00553,Pirfenidone,F00105,High-Fat Meal,Food,Use caution,pirfenidone [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,"Significantly reduced maximum plasma concentration (Cmax, 5.05 ± 1.39 vs 10.90 ± 2.94 mg/L), modestly affected AUC 0-12 h (21.8 9 ± 6.47 vs 26.1 6 ± 7.32 mg·h/L) and delayed Tmax were observed in fed group compared with fasted group.",Take with food. Food decreased the rate and extent of absorption. Food reduces the incidence of drug-related adverse reactions.,26407124.0,Effect of grapefruit juice and food on the pharmacokinetics of pirfenidone in healthy Chinese volunteers: a diet-drug interaction study,10.3109/00498254.2015.1089365,Dietary effects,Dietary effects,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00597__F00105,D00597,Atorvastatin,F00105,High-Fat Meal,Food,Use caution,atorvastatin [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative; No Effect,"Fed/fasting comparison : Tmax (h) = 2.53 (fasting = 1.38), Cmax(90%CI) = 68.1 (59.5-78.7), AUC0‐inf (90%CI) = 88.6 (83.4-94.9)",Take with or without food. Food decreases absorption but not to a clinically significant extent.,16988211.0,Effect of food on the bioavailability of amlodipine besylate/atorvastatin calcium combination tablet,10.1177/0091270006291097,Dietary effects,Dietary effects,2,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0005957262533395,0.99842257067021,0.0009817030764503
D00833__F00105,D00833,Artenimol,F00105,High-Fat Meal,Food,Use caution,artenimol [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Co-administration of food was also found to result in both delayed and enhanced absorption of dihydroartemisinin (ratio between AUCinf in the fed and fasted = 142 %, 90 % CI 113-178 %; ratio between mean transit time [MTT] values in the fed and fasted states [MTTFED/MTTFASTED] = 135 %, 90 % CI 114-160 %).","Although food was found to significantly impact on the pharmacokinetics of piperaquine and dihydroartemisinin, given the low fat content of standard meals within endemic regions and the anorexic effects of malaria infection, these results are unlikely to impact on the clinical utility of these drugs. However, co-administration of food with these anti-malarials by populations consuming a typical Western diet should be avoided to reduce the risk of toxic side effects. It is therefore a general recommendation that piperaquine-dihydroartemisinin not be administered within ±3 h of food consumption.",26293519.0,Effect of food on the pharmacokinetics of piperaquine and dihydroartemisinin,10.1007/s40261-015-0312-8,Dietary effects,Dietary Effect-Package Insert; Dietary effects,2,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00597__H00182,D00597,Atorvastatin,H00182,DAN SHEN,Herb,Use caution,atorvastatin [SEP] dan shen [SEP] herb,No known interaction in selected source,Possible,Possible,No Effect; Possible,"The results indicated that Cmax (23.87 ± 4.27 vs. 38.94 ± 5.32 ng/mL), AUC(0-t) (41.01 ± 11.32 vs. 77.28 ± 12.92 ng h/mL), and t1/2 (1.91 ± 0.18 vs. 2.74 ± 0.23 h) decreased significantly (p < 0.05) when DST and AC were co-administered, which suggested that DST might influence the pharmacokinetic behavior of AC when they are co-administered. The metabolic stability (t1/2) of AC was also decreased (25.7 ± 5.2 vs. 42.5 ± 6.1) with the pretreatment of DST.","This study indicated that the main components in DST could accelerate the metabolism of AC in rat liver microsomes and change the pharmacokinetic behaviors of AC. So these results showed that the herb-drug interaction between DST and AC might occur when they were co-administered. Therefore, the clinical dose of AC should be adjusted when DST and AC are co-administered.",29322864.0,Effects of Danshen tablets on pharmacokinetics of atorvastatin calcium in rats and its potential mechanism,10.1080/13880209.2018.1424209,HFDI,HFDI,3,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0083611712193968,0.8177302684573978,0.1739085603232053
D00323__F00105,D00323,Propiverine,F00105,High-Fat Meal,Food,Use caution,propiverine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,No Effect; Positive,"Fed/fasting comparison (Propiverine) : Tmax = 2.0 (1.0, 8.0)(fasting = 2.0 (1.0, 4.0)),Cmax(90%CI) = 1.24 (1.11, 1.38),AUC0‐inf(90%CI) = 1.35 (1.14, 1.61); Fed/fasting comparison (Cumulative urinary excretion) : AeM-23(90%CI) = 0.92 (0.86, 0.98),AeM-5(90%CI) = 1.00 (0.93, 1.08),AeM-6(90%CI) = 0.90 (0.85, 0.96)",Take with or without food.,21551317.0,Influence of a fat-rich meal on bioavailability of extended-release and immediate-release propiverine,10.1177/0091270011401260,Dietary effects,Dietary effects,2,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D01290__F00105,D01290,Abrocitinib,F00105,High-Fat Meal,Food,Use caution,abrocitinib [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"No clinically relevant effect on abrocitinib exposures (AUC and Cmax of abrocitinib increased by approximately 26% and 29%, respectively, and Tmax was prolonged by 2 hours)",Administer CIBINQO with or without food at approximately the same time each day.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213871s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,2,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00597__H00329,D00597,Atorvastatin,H00329,Ramulus Euonymi,Herb,Use caution,atorvastatin [SEP] ramulus euonymi [SEP] herb,No known interaction in selected source,Possible,Possible,No Effect; Possible,"Single group study(ATV) : Cmax (ng/ml) = 54.15 ± 29.11,AUC0‐inf (ng·h/ml) = 170.38 ± 69.72,Tmax (h) = 1.15 ± 1.89,t ½ (h) = 3.02 ± 1.91; Combined group study(ATV) : Cmax (ng/ml,p < 0.05) = 388.17 ± 260.99,AUC0‐inf (ng·h/ml,p < 0.05) = 688.16 ± 433.28,Tmax (h) = 0.67 ± 0.38,t ½ (h) = 1.40 ± 0.68; Single group study(2-ATV) : Cmax (ng/ml) = 33.35 ± 16.34,AUC0‐inf (ng·h/ml) = 252.78 ± 75.01,Tmax (h) = 3.17 ± 2.04,t ½ (h) = 5.18 ± 2.83; Combined group study(2-ATV) : Cmax (ng/ml,p < 0.05) = 385.58 ± 219.10,AUC0‐inf (ng·h/ml,p < 0.05) = 1215.90 ± 571.09,Tmax (h) = 1.17 ± 0.41,t ½ (h) = 3.79 ± 3.15","The Cmax and AUC(0–48) of ATV and 2-ATV improved significantly in the combined group, which revealed that NG could increase their bioavailability in vivo, compared to that observed upon administration of ATV alone. However, ATV did not affect the pharmacokinetic parameters of NG after co-administration with ATV.",36189913.0,"Development of a UPLC-MS/MS method for the simultaneous determination of atorvastatin, 2-hydroxy atorvastatin, and naringenin in rat plasma and its application to pharmacokinetic interaction studies",10.1002/bmc.5515,HFDI,HFDI,3,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0089485978782977,0.7019552801378298,0.2890961219838723
D00597__H00325,D00597,Atorvastatin,H00325,Fructus Choerospondiatis,Herb,Use caution,atorvastatin [SEP] fructus choerospondiatis [SEP] herb,No known interaction in selected source,Possible,Possible,No Effect; Possible,"Single group study(ATV) : Cmax (ng/ml) = 54.15 ± 29.11,AUC0‐inf (ng·h/ml) = 170.38 ± 69.72,Tmax (h) = 1.15 ± 1.89,t ½ (h) = 3.02 ± 1.91; Combined group study(ATV) : Cmax (ng/ml,p < 0.05) = 388.17 ± 260.99,AUC0‐inf (ng·h/ml,p < 0.05) = 688.16 ± 433.28,Tmax (h) = 0.67 ± 0.38,t ½ (h) = 1.40 ± 0.68; Single group study(2-ATV) : Cmax (ng/ml) = 33.35 ± 16.34,AUC0‐inf (ng·h/ml) = 252.78 ± 75.01,Tmax (h) = 3.17 ± 2.04,t ½ (h) = 5.18 ± 2.83; Combined group study(2-ATV) : Cmax (ng/ml,p < 0.05) = 385.58 ± 219.10,AUC0‐inf (ng·h/ml,p < 0.05) = 1215.90 ± 571.09,Tmax (h) = 1.17 ± 0.41,t ½ (h) = 3.79 ± 3.15","The Cmax and AUC(0–48) of ATV and 2-ATV improved significantly in the combined group, which revealed that NG could increase their bioavailability in vivo, compared to that observed upon administration of ATV alone. However, ATV did not affect the pharmacokinetic parameters of NG after co-administration with ATV.",36189913.0,"Development of a UPLC-MS/MS method for the simultaneous determination of atorvastatin, 2-hydroxy atorvastatin, and naringenin in rat plasma and its application to pharmacokinetic interaction studies",10.1002/bmc.5515,HFDI,HFDI,3,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0183125227030176,0.8561789820942501,0.1255084952027322
D00993__F00105,D00993,Ganaxolone,F00105,High-Fat Meal,Food,Use caution,ganaxolone [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"When ZTALMY was administered with a high-fat meal, the Cmax and AUC increased by 3- and 2-fold, respectively, when compared to administration under fasted conditions.",Taken with food.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215904s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D01072__F00105,D01072,Lurasidone,F00105,High-Fat Meal,Food,Use caution,lurasidone [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,The geometric mean Cmax in the fasted state was 56.7 ng/mL compared with 123.0 ng/mL for the 800- to 1000-kcal meal; mean AUC0-tau was 360.0 versus 752.4 ng·h/mL (both p < 0.001). Lurasidone exposure following meals containing 100 and 200 kcal was substantially lower than with meals containing 800-1000 kcal.,Lurasidone should be administered with food to ensure maximum exposure.,24014143.0,"Effect of food on the pharmacokinetics of lurasidone: results of two randomized, open-label, crossover studies",10.1002/hup.2338,Dietary effects,Dietary Effect-Package Insert; Dietary effects,5,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00597__H00162,D00597,Atorvastatin,H00162,Coffee,Herb,Use caution,atorvastatin [SEP] coffee [SEP] herb,No known interaction in selected source,Possible,Possible,Possible,"Infarct size was significantly reduced by ATV in the water + sugar (11.7 ± 0.7%, p = 0.015) and DC (11.5 ± 1.0%; p < 0.001) groups, but not in the CC group (32.3 ± 3.0%; p = 0.719). ATV increased myocardial levels of Ser-473 phosphorylated Akt in the water + sugar and DC groups, but not in the CC group.","Caffeinated coffee, but not decaffeinated coffee, abrogated the IS-limiting effects of ATV by blocking the adenosine receptors and preventing the phosphorylation of Akt.",18327703.0,Caffeinated coffee blunts the myocardial protective effects of statins against ischemia-reperfusion injury in the rat,10.1007/s10557-008-6105-z,HFDI,HFDI,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,0.018140911005987,0.8128951739229203,0.1689639150710925
D00972__F00105,D00972,Everolimus,F00105,High-Fat Meal,Food,Use caution,everolimus [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative; No Effect,Reduced systemic exposure to AFINITOR 10 mg (as measured by AUC) by 22% and the peak blood concentration Cmax by 54%.,Take with or without food. Take consistently with regard to food as food may reduce the AUC and Cmax of everolimus.,,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022334s044,203985s016lbl.pdf",,Dietary Effect-Package Insert,Dietary Effect-Package Insert; Dietary effects,3,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,0.2816190059668038,0.6205777937381111,0.0978032002950851
D01173__F00105,D01173,Icotinib,F00105,High-Fat Meal,Food,Use caution,icotinib [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"After dosing 400 mg of Icotinib with high-fat and high-calorie meal, mean Cmax and AUC were significantly increased by 59 and 79 %, respectively.",Food intake significantly increased the absorption and exposure of Icotinib in healthy subjects.,24488324.0,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects",10.1007/s00280-014-2398-8,Dietary effects,Dietary effects,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00597__H00567,D00597,Atorvastatin,H00567,Herba Ephedrae,Herb,Use caution,atorvastatin [SEP] herba ephedrae [SEP] herb,No known interaction in selected source,Possible,Possible,No Effect; Possible,"Single group study(ATV) : Cmax (ng/ml) = 54.15 ± 29.11,AUC0‐inf (ng·h/ml) = 170.38 ± 69.72,Tmax (h) = 1.15 ± 1.89,t ½ (h) = 3.02 ± 1.91; Combined group study(ATV) : Cmax (ng/ml,p < 0.05) = 388.17 ± 260.99,AUC0‐inf (ng·h/ml,p < 0.05) = 688.16 ± 433.28,Tmax (h) = 0.67 ± 0.38,t ½ (h) = 1.40 ± 0.68; Single group study(2-ATV) : Cmax (ng/ml) = 33.35 ± 16.34,AUC0‐inf (ng·h/ml) = 252.78 ± 75.01,Tmax (h) = 3.17 ± 2.04,t ½ (h) = 5.18 ± 2.83; Combined group study(2-ATV) : Cmax (ng/ml,p < 0.05) = 385.58 ± 219.10,AUC0‐inf (ng·h/ml,p < 0.05) = 1215.90 ± 571.09,Tmax (h) = 1.17 ± 0.41,t ½ (h) = 3.79 ± 3.15","The Cmax and AUC(0–48) of ATV and 2-ATV improved significantly in the combined group, which revealed that NG could increase their bioavailability in vivo, compared to that observed upon administration of ATV alone. However, ATV did not affect the pharmacokinetic parameters of NG after co-administration with ATV.",36189913.0,"Development of a UPLC-MS/MS method for the simultaneous determination of atorvastatin, 2-hydroxy atorvastatin, and naringenin in rat plasma and its application to pharmacokinetic interaction studies",10.1002/bmc.5515,HFDI,HFDI,3,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0148413442539433,0.7486908767417964,0.2364677790042602
D01132__F00105,D01132,Vismodegib,F00105,High-Fat Meal,Food,Use caution,vismodegib [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Mean C(max) and AUC(0-168) after a single dose were higher in HF than FO patients [ratios of geometric means (90% CI) = 1.75 (1.30, 2.34) and 1.74 (1.25, 2.42), respectively].","A HF meal increases plasma exposure to a single dose of vismodegib, but there are no pharmacokinetic or safety differences between fasting and fed groups at steady-state. Vismodegib may be taken with or without food for daily dosing.",23553850.0,Evaluation of food effect on pharmacokinetics of vismodegib in advanced solid tumor patients,10.1158/1078-0432.CCR-12-3829,Dietary effects,Dietary effects,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0001140706157727,0.8455953968861433,0.1542905324980841
D01278__F00105,D01278,Omaveloxolone,F00105,High-Fat Meal,Food,Use caution,omaveloxolone [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Omaveloxolone Cmax and AUC0-inf increased by approximately 350% and 15%, respectively, with a high-fat meal.",Administer SKYCLARYS on an empty stomach at least one hour before eating,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216718Orig1s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00365__F00105,D00365,Ticlopidine,F00105,High-Fat Meal,Food,Use caution,ticlopidine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,No Effect; Positive,Take with a high fat meal. High fat meals will increase ticlopidine absorption.,Take with food. Food can help ticlopidine-induced stomach upset.,,https://go.drugbank.com/drugs/DB00208,,Drugbank,Dietary effects; Drugbank,2,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00976__F00105,D00976,Rilpivirine,F00105,High-Fat Meal,Food,Use caution,rilpivirine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"With a high-fat breakfast or only a protein-rich nutritional drink, the corresponding values were 0.92 (90% CI: 0.80-1.07), compared to dosing with a normal-fat breakfast.",Rilpivirine bioavailability was similar when administered with a high-fat or normal-fat breakfast. Rilpivirine should always be taken with a meal to ensure adequate bioavailability.,23720136.0,Impact of food and different meal types on the pharmacokinetics of rilpivirine,10.1002/jcph.107,Dietary effects,Dietary Effect-Package Insert; Dietary effects,4,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0001096921470626,0.652326616563128,0.3475636912898094
D00716__F00105,D00716,Lactitol,F00105,High-Fat Meal,Food,Use caution,lactitol [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,Cmax and AUC values increase greater than 2-fold under fasted conditions compared to fed conditions.,Take with food. The manufacturer recommends administration with meals.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211281s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00586__F00105,D00586,Exemestane,F00105,High-Fat Meal,Food,Use caution,exemestane [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Fed study : Cmax (ng/mL) = 17.7 ± 4.5,Tmax (h) = 1.88 ± 0.5,AUC0‐inf (ng.h/mL) = 41.3 ± 3.4; Fasted study : Cmax (ng/mL) = 11.1 ± 1.3,Tmax (h) = 0.97 ± 0.28,AUC0‐inf (ng.h/mL)) = 29.7 ± 2.2",Take with food. The manufacturer recommends administration following a meal.,15752382.0,A predictive model for exemestane pharmacokinetics/pharmacodynamics incorporating the effect of food and formulation,10.1111/j.1365-2125.2005.02335.x,Dietary effects,Dietary Effect-Package Insert; Dietary effects,2,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00422__F00105,D00422,Cysteamine,F00105,High-Fat Meal,Food,Use caution,cysteamine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,"An exploratory trial shows that food can reduce the systemic exposure of cysteamine, therefore, it is recommended that PROCYSBI be administered at least 30 minutes before or 2 hours after a meal with a high-fat meal.",Take on an empty stomach. The delayed-release capsules should be taken at least 30 minutes before or 2 hours after a high-fat meal to ensure adequate exposure.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203389s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00321__F00105,D00321,Propafenone,F00105,High-Fat Meal,Food,Use caution,propafenone [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Food increased peak blood level and bioavailability in a single-dose trial, during multiple-dose administration of propafenone to healthy volunteers, food did not change bioavailability significantly.",Take with or without food. Take consistently at the same time in regard to meals.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019151s015lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00282__F00105,D00282,Guanfacine,F00105,High-Fat Meal,Food,Use caution,guanfacine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,The mean exposure increased (Cmax approximately 75% and AUC approximately 40%) compared to dosing in a fasted state.,"Do not administer with high-fat meals, because of increased exposure.",,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022037s018lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00597__H00088,D00597,Atorvastatin,H00088,herba Menthae,Herb,Use caution,atorvastatin [SEP] herba menthae [SEP] herb,No known interaction in selected source,Possible,Possible,Possible,"Single group study(ATV) : Cmax (ng/ml) = 54.15 ± 29.11,AUC0‐inf (ng·h/ml) = 170.38 ± 69.72,Tmax (h) = 1.15 ± 1.89,t ½ (h) = 3.02 ± 1.91; Combined group study(ATV) : Cmax (ng/ml,p < 0.05) = 388.17 ± 260.99,AUC0‐inf (ng·h/ml,p < 0.05) = 688.16 ± 433.28,Tmax (h) = 0.67 ± 0.38,t ½ (h) = 1.40 ± 0.68; Single group study(2-ATV) : Cmax (ng/ml) = 33.35 ± 16.34,AUC0‐inf (ng·h/ml) = 252.78 ± 75.01,Tmax (h) = 3.17 ± 2.04,t ½ (h) = 5.18 ± 2.83; Combined group study(2-ATV) : Cmax (ng/ml,p < 0.05) = 385.58 ± 219.10,AUC0‐inf (ng·h/ml,p < 0.05) = 1215.90 ± 571.09,Tmax (h) = 1.17 ± 0.41,t ½ (h) = 3.79 ± 3.15","The Cmax and AUC(0–48) of ATV and 2-ATV improved significantly in the combined group, which revealed that NG could increase their bioavailability in vivo, compared to that observed upon administration of ATV alone. However, ATV did not affect the pharmacokinetic parameters of NG after co-administration with ATV.",36189913.0,"Development of a UPLC-MS/MS method for the simultaneous determination of atorvastatin, 2-hydroxy atorvastatin, and naringenin in rat plasma and its application to pharmacokinetic interaction studies",10.1002/bmc.5515,HFDI,HFDI,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,0.012595691104576,0.8171980893134675,0.1702062195819564
D00331__F00105,D00331,Raloxifene,F00105,High-Fat Meal,Food,Use caution,raloxifene [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Increases the absorption of raloxifene (Cmax 28% and AUC 16%), but does not lead to clinically meaningful changes in systemic exposure. E","The recommended dosage is one 60 mg EVISTA (raloxifene hydrochloride tablets) tablet daily, which may be administered any time of day without regard to meals.",,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020815s034lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00684__F00105,D00684,Desloratadine,F00105,High-Fat Meal,Food,Use caution,desloratadine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative; No Effect,Administration in a fed state resulted in 34.07 and 32.06 % decreases in maximum plasma concentration and area under the concentration-time curve from time zero to infinity for desloratadine and 47.26 and 48.46 % for 3-OH-desloratadine compared with those values under fasting conditions.,Chinese population was low and that food intake could significantly decrease the absorption rate and extent of desloratadine.,26446005.0,Prevalence of Desloratadine Slow-metabolizer Phenotype and Food-dependent Pharmacokinetics of Desloratadine in Healthy Chinese Volunteers,10.1007/s40261-015-0343-1,Dietary effects,Dietary effects,2,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0001159831404879,0.8759765876673566,0.1239074291921554
D00187__F00103,D00187,Ibuprofen,F00103,Alcohol,Food,Use caution,ibuprofen [SEP] alcohol [SEP] food,No known interaction in selected source,Possible,Possible,Possible,The chance of a person getting an ulcer or bleeding increases with drinking alcohol.,Avoid alcohol.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/017463s105lbl.pdf,,FDI-Package Insert,FDI-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,0.0002283069603847,0.9705532331500604,0.029218459889555
D01269__F00105,D01269,Selinexor,F00105,High-Fat Meal,Food,Use caution,selinexor [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,No Effect; Positive,High-fat meal did not affect the pharmacokinetics of selinexor to a clinically significant extent.,Take with or without food,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212306s001lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert; Dietary effects,3,2,1,1,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00785__F00105,D00785,Pretomanid,F00105,High-Fat Meal,Food,Use caution,pretomanid [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Fed/fasting comparison : AUC0‐t(90%CI) = 374.26 (337.40–415.12),Cmax(90%CI) = 449.93 (401.20–504.62),AUC0‐inf(90%CI) = 372.76 (336.20–413.29)","PA-824 was moderately rapidly absorbed in both fed and fasted states. These data suggest that the less-than-dose-proportional increase in PA-824 exposure with increasing dose in the fasted state is due to decreased oral bioavailability at higher doses. The presence of food appears to increase the overall solubility of PA-824, and/or dissolution of PA-824 tablets, in the gastrointestinal tract and thereby enhances drug absorption.",23979737.0,"Effect of a high-calorie, high-fat meal on the bioavailability and pharmacokinetics of PA-824 in healthy adult subjects",10.1128/AAC.00798-13,Dietary effects,Dietary Effect-Package Insert; Dietary effects,4,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00673__F00105,D00673,Paliperidone,F00105,High-Fat Meal,Food,Use caution,paliperidone [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"A standard high-fat/high-caloric meal gave mean Cmax and AUC values of paliperidone that were increased by 60% and 54%, respectively, compared with administration under fasting conditions.",Extended-release tablet administered in the morning with or without food.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021999s018lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D00681__F00105,D00681,Piperaquine,F00105,High-Fat Meal,Food,Use caution,piperaquine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"In the fed state, the geometric mean Cmax increased by 213%, from 21.0 to 65.8 microg/liter (P<0.001). The time of Cmax was not significantly different between the fasting and fed states. The geometric mean AUC0-inf increased by 98%, from 3724 to 7362 mg.h/liter (P=0.006). The oral bioavailability of PQ relative to the fasting state was 121% greater after the high-fat meal (95% confidence interval, 26 to 216% increase; P=0.020).","The absorption of PQ is approximately doubled by coadministration with a high-fat meal. However, currently recommended doses of PQ as part of ACT are highly effective when given to fasting patients.",15917540.0,Effects of a high-fat meal on the relative oral bioavailability of piperaquine,10.1128/AAC.49.6.2407-2411.2005,Dietary effects,Dietary Effect-Package Insert; Dietary effects,3,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D01391__F00105,D01391,Pibrentasvir,F00105,High-Fat Meal,Food,Use caution,pibrentasvir [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,AUCFed/AUCFasted = 1.4–1.53,Three tablets taken at the same time orally once daily (total daily dose: glecaprevir 300 mg and pibrentasvir 120 mg) with food.,,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209394s014,215110s001lbl.pdf",,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
D01494__F00105,D01494,Nirmatrelvir,F00105,High-Fat Meal,Food,Use caution,nirmatrelvir [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"AUCinf and Cmax for nirmatrelvir were 119.67 (108.75, 131.68) and 161.01 (139.05, 186.44), respectively.",Administer orally with or without food.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217188s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
